linie,statie,cod_statie,conexiune_linii,directie
227_9,DEPOUL ALEXANDRIA,4062,"91, 96,226,227,302,303,438,439,455,",down
232_0,PLATFORMA COMERCIALA ARCADE BE,4195,"232,",up
232_1,METRO BERCENI,3528,"125,141,220,232,312,",up
232_2,SERE,1336,"125,141,220,232,312,",up
232_3,EDITURA ARAMIS,3508,"125,141,220,232,312,",up
232_4,BD. ALEXANDRU OBREGIA,931,"73,102,125,232,312,",up
232_5,CICEU,2675,"73,102,125,232,312,",up
232_6,EMIL RACOVITA,90,"102,125,232,",up
232_7,CARTIER APARATORII PATRIEI,2112,"232,",up
232_8,TOMESTI,3341,"232,",up
232_9,SPITALUL DR. MARINESCU,2879,"232,",up
232_10,AMIRO,165,"232,",up
232_11,PIATA SUDULUI,4451,"232,",up
232_12,HUSI,936,"232,611,",up
232_13,BD. CONSTANTIN BRANCOVEANU,937,"116,141,232,611,",up
232_14,OPRIS ILIE,938,"116,141,232,611,",up
232_15,CIMITIRUL SERBAN VODA,939,"116,141,232,611,",up
232_16,PIATA EROII REVOLUTIEI,2562,"173,232,611,",up
232_17,STEFAN HEPITES,2563,"173,232,",up
232_18,DR. CONSTANTIN ISTRATI,3827,"232,",up
232_19,AUTOGARA FILARET,3828,"232,",up
232_20,PARCUL CAROL I,2186,"232,",up
232_21,PATRIARHIA ROMANA,2148,"232,",up
232_22,PIATA UNIRII,623,"117,232,",up
232_0,PIATA UNIRII,623,"117,232,",down
232_1,11 IUNIE,626,"117,232,",down
232_2,PARCUL CAROL I,2598,"232,",down
232_3,AUTOGARA FILARET,3829,"232,",down
232_4,INCLINATA,1449,"173,232,",down
232_5,STEFAN HEPITES,1450,"173,232,",down
232_6,PIATA EROII REVOLUTIEI,2469,"141,232,323,",down
232_7,CIMITIRUL SERBAN VODA,940,"116,141,232,611,",down
232_8,OPRIS ILIE,56,"116,141,232,611,",down
232_9,BD. CONSTANTIN BRANCOVEANU,1264,"232,611,",down
232_10,HUSI,943,"232,611,",down
232_11,PIATA SUDULUI,2110,"232,",down
232_12,AMIRO,174,"232,",down
232_13,SPITALUL DR. MARINESCU,2878,"232,",down
232_14,TOMESTI,3342,"232,",down
232_15,CARTIER APARATORII PATRIEI,1057,"102,125,232,",down
232_16,EMIL RACOVITA,1058,"102,125,232,",down
232_17,CICEU,2509,"73,102,125,232,312,",down
232_18,PLATFORMA  METALURGIEI,1326,"125,141,220,232,312,",down
232_19,EDITURA ARAMIS,3507,"125,141,220,232,312,",down
232_20,SERE,1327,"125,141,220,232,312,",down
232_21,METRO BERCENI,3527,"125,141,220,232,312,",down
232_22,PLATFORMA COMERCIALA ARCADE BE,4196,"232,",down
236_0,COMPLEX COMERCIAL WEST PARK,4034,"137,236,",up
236_1,GRUP SCOLAR AUTO,2624,"137,236,",up
236_2,VICTORIA,2625,"62,137,138,236,",up
236_3,METRO MILITARI,2774,"62,137,138,178,236,",up
236_4,NUFARUL,2626,"62,137,138,178,236,",up
236_5,MASTER,2627,"61, 62,137,138,178,236,",up
236_6,IMPRIMERIA NATIONALA,3536,"61, 62,137,138,178,236,",up
236_7,AUTOGARA MILITARI,2580,"61, 62,136,137,138,178,236,",up
236_8,APUSULUI,899,"61, 62,136,137,138,236,336,",up
236_9,VALEA LUNGA,681,"61, 62,136,137,138,236,336,",up
236_10,PIATA GORJULUI,692,"61, 62,136,236,336,",up
236_11,RASARITULUI,1285,"61, 62,136,236,336,",up
236_12,VETERANILOR,697,"61, 62,136,236,336,",up
236_13,LUJERULUI,706,"61, 62,136,236,336,",up
236_14,LICEUL TUDOR VLADIMIRESCU,708,"61, 62,136,236,336,",up
236_15,U.P.B.,1273,"61, 62,136,236,336,",up
236_16,FACULTATEA ELECTRONICA,715,"61, 62,136,236,336,",up
236_17,PIATA LEUL,639,"61, 62, 69, 90, 91, 93, 96,136,236,336,",up
236_18,CAROL DAVILA,251,"61, 62, 69, 90, 91, 93, 96,236,336,",up
236_19,POD COTROCENI,1887,"123,236,336,601,",up
236_20,SPITALUL UNIVERSITAR,2805,"123,236,336,601,",up
236_21,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",up
236_0,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",down
236_1,GRADINA BOTANICA,848,"61, 62, 69, 90, 91, 93, 96,236,336,",down
236_2,PIATA LEUL,1394,"61, 62, 69, 90, 91, 93, 96,136,236,336,",down
236_3,BD. G-RAL VASILE MILEA,733,"61, 62,136,236,336,",down
236_4,U.P.B.,1098,"61, 62,136,236,336,",down
236_5,LICEUL TUDOR VLADIMIRESCU,756,"61, 62,136,236,336,",down
236_6,LUJERULUI,2506,"61, 62,136,236,336,",down
236_7,VETERANILOR,757,"61, 62,106,136,236,336,406,",down
236_8,RASARITULUI,1282,"61, 62,106,136,236,336,406,",down
236_9,PIATA GORJULUI,766,"61, 62,106,136,236,336,406,",down
236_10,VALEA LUNGA,768,"61, 62,136,137,138,236,336,",down
236_11,APUSULUI,781,"61, 62,136,137,138,236,336,",down
236_12,VALEA CASCADELOR,2628,"61, 62,137,138,178,236,",down
236_13,IMPRIMERIA NATIONALA,3535,"61, 62,137,138,178,236,",down
236_14,MASTER,2629,"61, 62,137,138,178,236,",down
236_15,NUFARUL,2630,"62,137,138,178,236,",down
236_16,METRO MILITARI,2775,"62,137,138,236,",down
236_17,VICTORIA,2631,"62,137,236,",down
236_18,GRUP SCOLAR AUTO,2632,"137,236,",down
236_19,CARREFOUR MILITARI,3313,"137,236,",down
236_20,SOSEAUA DE CENTURA,1385,"137,236,",down
236_21,COMPLEX COMERCIAL WEST PARK,4032,"236,",down
243_0,CORA PANTELIMON,4154,"104,202,243,246,655,",up
243_1,SOSEAUA DUDESTI-PANTELIMON,1906,"104,202,243,246,655,",up
243_2,GRANITUL,4155,"104,243,655,",up
243_3,SPITALUL PANTELIMON,4156,"104,243,655,",up
243_4,SOSEAUA FUNDENI,4157,"104,243,655,",up
243_5,BD. CHISINAU,3767,"243,",up
243_6,TORENTULUI,3768,"243,",up
243_7,DIMITRIE GROZDEA,3769,"243,",up
243_8, RAUL COLENTINA,3770,"243,",up
243_9,SCOALA GENERALA 145,2141,"143,243,",up
243_10,SCUT - GHERASE,2155,"143,243,",up
243_11,CONSTANTA,4091,"143,243,",up
243_12,SOSEAUA COLENTINA,1019,"243,282,",up
243_13,BD. LACUL TEI,4518,"243,",up
243_0,BD. LACUL TEI,4518,"243,",down
243_1,SOSEAUA COLENTINA,2593,"243,",down
243_2,CONSTANTA,4090,"143,243,",down
243_3,SCUT - GHERASE,2119,"143,243,",down
243_4,SCOALA GENERALA 145,4453,"243,",down
243_5,RAUL COLENTINA,3764,"243,",down
243_6,DIMITRIE GROZDEA,3765,"243,",down
243_7,TORENTULUI,3766,"243,",down
243_8,BD. CHISINAU,4159,"104,243,655,",down
243_9,SOSEAUA MORARILOR,4160,"104,243,655,",down
243_10,SPITALUL PANTELIMON,4161,"104,243,655,",down
243_11,GRANITUL,4162,"104,243,655,",down
243_12,CORA PANTELIMON,4153,"104,202,243,246,655,",down
246_0,COMPLEX RATB TITAN,1914,"246,",up
246_1,INTRARE SAT CATELU,1223,"246,",up
246_2,SAT CATELU,1916,"246,",up
246_3,C.F.R. CATELU,2160,"246,",up
246_4,ISOVOLTA,2156,"103,246,",up
246_5,FABRICA DE OXIGEN,2157,"103,246,",up
246_6,I.C.M.E.  POARTA 1,2158,"103,246,",up
246_7,SOSEAUA GARII CATELU,2240,"103,246,",up
246_8,SOSEAUA INDUSTRIILOR,2159,"246,",up
246_9,PIATA CATELU,1900,"246,",up
246_10,MUNTII MEHEDINTI,1901,"246,",up
246_11,POLICOLOR 2,1902,"246,",up
246_12,PUPITRULUI,1903,"246,",up
246_13,DARABANI,1904,"246,",up
246_14,IRISULUI,1905,"246,",up
246_15,SOSEAUA DUDESTI-PANTELIMON,1906,"104,202,243,246,655,",up
246_16,CORA PANTELIMON,4153,"104,202,243,246,655,",up
246_0,CORA PANTELIMON,4154,"104,202,243,246,655,",down
246_1,SOSEAUA DUDESTI PANTELIMON,1893,"246,",down
246_2,IRISULUI,1894,"246,",down
246_3,DARABANI,1895,"246,",down
246_4,PUPITRULUI,1896,"246,",down
246_5,POLICOLOR 2,1261,"246,",down
246_6,MUNTII MEHEDINTI,1897,"246,",down
246_7,PIATA CATELU,1898,"246,",down
246_8,SOSEAUA GARII CATELU,112,"103,246,",down
246_9,I. C. M. E. POARTA 1,2441,"103,246,",down
246_10,FABRICA DE OXIGEN,3097,"103,246,",down
246_11,ISOVOLTA,1881,"246,",down
246_12,C.F.R. CATELU,1882,"246,",down
246_13,SAT CATELU,1883,"246,",down
246_14,INTRARE SAT CATELU,1884,"246,",down
246_15,COMPLEX RATB TITAN,1885,"246,",down
253_0,SPITALUL FUNDENI,2139,"66,253,",up
253_1,BALOTULUI,4545,"66,253,",up
253_2,SPORTULUI,1174,"66,253,409,",up
253_3,CARTIER COLENTINA,1756,"182,253,409,",up
253_4,RADOVANU,3244,"182,253,",up
253_5,ITCANI,1757,"182,253,409,",up
253_6,SPITALUL FUNDENI,1758,"182,253,409,",up
253_7,INSTITUTUL ONCOLOGIC,1759,"182,253,409,",up
253_8,FUNDENI,1760,"253,",up
253_9,SPICULUI,2512,"253,",up
253_10,INTRAREA FUNDENI,1761,"253,",up
253_11,COMPLEX COMERCIAL FUNDENI,4467,"253,",up
253_12,SOSEAUA PANTELIMON,1037,"253,",up
253_13,FACULTATEA DE POMPIERI,4547,"253,",up
253_14,BD. BASARABIA,973,"70, 79,253,",up
253_15,LICEUL NICHITA STANESCU,2913,"70, 79,253,",up
253_16,CONSTANTIN BRANCUSI,975,"70, 79,253,",up
253_17,PARCUL TITAN,925,"101,102,253,335,",up
253_18,LIVIU REBREANU,926,"253,330,335,",up
253_19,BARAJUL DUNARII,927,"253,330,335,",up
253_20,COMPLEX COMERCIAL TITAN,4319,"101,253,311,330,335,",up
253_21,FAUR,3886,"101,253,311,330,335,",up
253_0,FAUR,1000,"101,253,311,330,335,",down
253_1,COMPLEX COMERCIAL TITAN,4338,"253,330,335,",down
253_2,BARAJUL DUNARII,921,"253,330,335,",down
253_3,LIVIU REBREANU,922,"101,102,253,335,",down
253_4,BD. NICOLAE GRIGORESCU,773,"70, 79,102,202,253,",down
253_5,LUCRETIU PATRASCANU,970,"70, 79,102,202,253,",down
253_6,LICEUL NICHITA STANESCU,2912,"70, 79,102,202,253,",down
253_7,BD. BASARABIA,1047,"102,202,253,",down
253_8,SOSEAUA PANTELIMON,1747,"253,",down
253_9,COMPLEX COMERCIAL FUNDENI,4468,"253,",down
253_10,INTRAREA FUNDENI,1748,"253,",down
253_11,SPICULUI,2510,"253,",down
253_12,FUNDENI,1749,"253,",down
253_13,INSTITUTUL ONCOLOGIC,1750,"182,253,409,",down
253_14,SPITALUL FUNDENI,1751,"182,253,409,",down
253_15,ITCANI,2511,"182,253,409,",down
253_16,F. C. JUVENTUS,3245,"182,253,",down
253_17,CARTIER COLENTINA,3344,"66,253,",down
253_18,SPORTULUI,1166,"66,253,",down
253_19,BALOTULUI,3351,"66,253,",down
253_20,SPITALUL FUNDENI,2139,"66,253,",down
261_0,PIATA PRESEI,3454,"149,261,304,",up
261_1,GARA BANEASA,193,"131,205,261,304,335,449,",up
261_2,POD BANEASA,641,"205,261,335,",up
261_3,BD. FICUSULUI,4197,"205,261,335,",up
261_4,HORIA MACELARIU,3786,"205,261,335,",up
261_5,ROMAERO,1211,"205,261,335,",up
261_6,PIATA BANEASA,3299,"112,205,261,301,335,",up
261_7,AEROPORTUL BANEASA,1212,"112,205,261,",up
261_8,BRODINA,3145,"112,149,205,261,",up
261_9,BIOTERRA,1214,"112,149,205,261,",up
261_10,BD. APICULTORILOR,2070,"205,261,",up
261_11,ATLASULUI,2919,"261,",up
261_12,JANDARMERIEI,2909,"261,",up
261_13,GRIGORE ALEXANDRU GHICA,4038,"261,",up
261_14,G-RAL ION BUNOAICA,4040,"261,",up
261_15,I.N.M.H.,3784,"261,",up
261_16,INSTITUTUL METEOROLOGIC,1672,"261,301,304,449,783,",up
261_17,DRUMUL MATASII,1673,"261,301,304,449,",up
261_18,COMPLEX COMERCIAL BANEASA,4004,"131,149,261,335,",up
261_0,COMPLEX COMERCIAL BANEASA,4003,"131,149,261,335,",down
261_1,DRUMUL MATASII,1660,"261,301,304,449,",down
261_2,INSTITUTUL METEOROLOGIC,1661,"261,301,304,449,783,",down
261_3,I.N.M.H.,3785,"261,",down
261_4,G-RAL ION BUNOAICA,4041,"261,",down
261_5,GRIGORE ALEXANDRU GHICA,4039,"261,",down
261_6,JANDARMERIEI,4037,"261,",down
261_7,ATLASULUI,2923,"261,",down
261_8,OASPETILOR,2921,"261,",down
261_9,BD. APICULTORILOR,2073,"205,261,",down
261_10,FACULTATEA BIOTERRA,3326,"112,149,205,261,",down
261_11,BRODINA,1238,"112,149,205,261,",down
261_12,AEROPORTUL BANEASA,1239,"205,261,",down
261_13,POD BANEASA,644,"131,205,261,304,335,449,783,",down
261_14,GARA BANEASA,645,"131,205,261,304,335,449,",down
261_15,PIATA PRESEI,3452,"149,261,304,",down
268_0,VALEA OLTULUI,3526,"268,368,668,",up
268_1,VALEA ARGESULUI,2043,"69, 90, 93,168,173,221,268,368,668,",up
268_2,DRUMUL TABEREI 85,376,"168,221,268,668,",up
268_3,PIATA VALEA IALOMITEI,746,"168,221,268,668,",up
268_4,ROMANCIERILOR,747,"168,221,268,668,",up
268_5,POIANA MUNTELUI,748,"168,221,268,668,",up
268_6,PIATA DRUMUL TABEREI,749,"105,168,268,368,668,",up
268_7,DRUMUL TABEREI 35,750,"105,168,268,368,668,",up
268_8,FAVORIT,751,"105,168,268,368,668,",up
268_9,ORIZONT,518,"69, 90, 93,105,126,168,268,368,668,",up
268_10,LT. NICOLAE GAINA,752,"91, 96,126,168,268,368,668,",up
268_11,PIATA DANNY HUWE,2672,"126,168,268,368,668,",up
268_12,PROFESOR DR. RAINER,754,"122,126,137,138,168,226,268,368,668,696,",up
268_13,CAROL DAVILA,755,"122,126,137,138,168,226,268,368,668,696,",up
268_14,PIATA OPEREI,4525,"122,126,137,138,168,226,268,368,668,696,",up
268_15,STIRBEI VODA,4526,"122,126,137,138,163,168,226,268,368,",up
268_16,BERZEI,1401,"122,126,137,138,168,226,268,368,",up
268_17,CONSTANTIN CRISTESCU,4507,"122,126,137,138,168,178,226,268,368,",up
268_18,CISMIGIU,1402,"122,126,137,138,168,178,226,268,368,",up
268_19,BD. NICOLAE BALCESCU,2939,"122,137,138,268,",up
268_20,PIATA 21 DECEMBRIE 1989,1994,"122,137,138,268,381,783,",up
268_0,PIATA 21 DECEMBRIE 1989,1994,"122,137,138,268,381,783,",down
268_1,GRADINA CISMIGIU,2933,"61, 66, 69, 70, 85, 90, 91,122,137,138,268,336,601,",down
268_2,PIATA MIHAIL KOGALNICEANU,731,"61, 69, 90, 91,122,137,138,268,336,601,",down
268_3,FACULTATEA DE DREPT,2575,"61, 69, 90, 91,122,137,138,163,268,336,601,",down
268_4,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",down
268_5,CAROL DAVILA,1253,"122,126,137,138,168,226,268,368,668,696,",down
268_6,SOSEAUA PANDURILOR,735,"126,137,138,168,268,368,668,",down
268_7,DRUMUL SARII,2671,"126,168,268,368,668,",down
268_8,LT. NICOLAE GAINA,736,"126,168,268,368,668,",down
268_9,ORIZONT,737,"69, 90, 93,105,126,168,268,368,668,",down
268_10,FAVORIT,738,"105,168,268,368,668,",down
268_11,DRUMUL TABEREI 34,739,"105,168,268,368,668,",down
268_12,PIATA DRUMUL TABEREI,740,"168,268,668,",down
268_13,POIANA MUNTELUI,741,"168,268,668,",down
268_14,ROMANCIERILOR,742,"168,268,668,",down
268_15,PIATA VALEA IALOMITEI,157,"168,268,668,",down
268_16,POSTA,1800,"69, 90, 93,168,173,221,268,368,668,",down
268_17,VALEA ARGESULUI,4245,"168,221,268,368,668,",down
268_18,VALEA OLTULUI,3525,"268,368,668,",down
282_0,GARA BASARAB,1989,"105,123,178,282,696,780,",up
282_1,GARA DE NORD,1544,"105,123,178,282,696,780,",up
282_2,GARA DE NORD,2863,"65, 86,105,282,",up
282_3,SOSEAUA NICOLAE TITULESCU,3276,"282,",up
282_4,PRIMARIA SECTOR 1,1182,"205,282,",up
282_5,BD. ION MIHALACHE,2451,"205,282,",up
282_6,PIATA ION MIHALACHE,1183,"205,282,300,",up
282_7,BD. MARESAL AVERESCU,1184,"205,282,300,",up
282_8,PIATA DOMENII,1185,"205,282,300,",up
282_9,MANASTIREA CASIN,969,"205,282,",up
282_10,ARCUL DE TRIUMF,648,"131,282,330,331,335,",up
282_11,PIATA CHARLES DE GAULLE,1419,"131,282,301,330,331,335,",up
282_12,PIATA DOROBANTILOR,1356,"182,282,",up
282_13,SALA LUCIAN GRIGORESCU,1353,"182,282,",up
282_14,CALEA FLOREASCA,1355,"182,282,",up
282_15,GARIBALDI,1529,"182,282,",up
282_16,BARBU VACARESCU,3884,"182,282,",up
282_17,MIHAIL GLINKA,3441,"182,282,",up
282_18,ROSSINI,2581,"182,282,",up
282_19,BD. LACUL TEI,4203,"182,282,",up
282_20,CIRCUL BUCURESTI,869,"182,282,",up
282_21,LUIGI GALVANI,870,"182,282,",up
282_22,MAICA DOMNULUI,871,"182,282,",up
282_23,INSTITUTUL DE CONSTRUCTII,1970,"182,282,",up
282_24,SOSEAUA PETRICANI,2582,"282,",up
282_25,DOAMNA GHICA,1163,"66,182,282,682,",up
282_26,CREMENITA (PIATA COLENTINA),3994,"66,182,282,682,",up
282_27,MAIOR BACILA,3277,"282,",up
282_28,POIANA CU ALUNI,4011,"282,",up
282_29,RADOVANU,3278,"282,",up
282_30,MINERILOR,3279,"282,",up
282_31,SOSEAUA FUNDENI,3275,"282,",up
282_0,SOSEAUA FUNDENI,3275,"282,",down
282_1,RASCOALA 1907,3280,"282,",down
282_2,RADOVANU,3281,"282,",down
282_3,MAIOR BACILA,3282,"282,",down
282_4,RAUL COLENTINA,1176,"66,182,282,682,",down
282_5,CREMENITA (PIATA COLENTINA),3993,"66,182,282,682,",down
282_6,SOSEAUA COLENTINA,1019,"243,282,",down
282_7,BD.LACUL TEI,849,"282,",down
282_8,INSTITUTUL DE CONSTRUCTII,850,"182,282,",down
282_9,MAICA DOMNULUI,851,"182,282,",down
282_10,LUIGI GALVANI,852,"182,282,",down
282_11,CIRCUL BUCURESTI,853,"182,282,",down
282_12,ROSSINI,2583,"182,282,",down
282_13,CEAIKOVSKI,1712,"182,282,",down
282_14,CALEA FLOREASCA,1508,"182,282,",down
282_15,SALA LUCIAN GRIGORESCU,305,"182,282,",down
282_16,PIATA DOROBANTILOR,306,"182,282,",down
282_17,PIATA CHARLES DE GAULLE,1197,"131,282,301,330,331,335,",down
282_18,ARCUL DE TRIUMF,219,"205,282,330,",down
282_19,MANASTIREA CASIN,967,"205,282,",down
282_20,PIATA DOMENII,1491,"205,282,300,",down
282_21,VASILE GHERGHEL,4548,"205,282,300,",down
282_22,BD. MARESAL AVERESCU,1199,"205,282,300,",down
282_23,PIATA ION MIHALACHE,1200,"205,282,300,",down
282_24,BD. BANU MANTA,2499,"282,",down
282_25,PRIMARIA SECTOR 1,1201,"282,",down
282_26,SOSEAUA NICOLAE TITULESCU,4565,"182,282,",down
282_27,GARA DE NORD,1179,"182,205,282,",down
282_28,GARA DE NORD,784,"62, 85, 93, 96,105,282,696,780,",down
282_29,GARA BASARAB,1991,"105,133,178,282,696,780,",down
300_0,BD.NICOLAE BALCESCU,1403,"126,168,226,300,368,",up
300_1,PIATA ROMANA,810,"79, 86,300,",up
300_2,POVERNEI,895,"300,381,",up
300_3,PIATA VICTORIEI,897,"300,381,783,",up
300_4,MUZEUL TARANULUI ROMAN,901,"300,",up
300_5,BD. BANU MANTA,4208,"300,",up
300_6,PIATA ION MIHALACHE,1183,"205,282,300,",up
300_7,BD. MARESAL AVERESCU,1184,"205,282,300,",up
300_8,PIATA DOMENII,1185,"205,282,300,",up
300_9,SANDU ALDEA,1889,"300,",up
300_10,AVIATOR POPISTEANU,903,"105,300,",up
300_11,CLABUCET,636,"300,",up
300_0,CLABUCET,3170,"105,300,422,780,",down
300_1,AVIATOR POPISTEANU,892,"300,",down
300_2,PIATA DOMENII,1491,"205,282,300,",down
300_3,VASILE GHERGHEL,4548,"205,282,300,",down
300_4,BD. MARESAL AVERESCU,1199,"205,282,300,",down
300_5,PIATA ION MIHALACHE,1200,"205,282,300,",down
300_6,BD. BANU MANTA,4209,"205,300,",down
300_7,SPITALUL CLINIC FILANTROPIA,2460,"205,300,",down
300_8,PIATA VICTORIEI,908,"300,381,783,",down
300_9,ORLANDO,920,"300,381,",down
300_10,PIATA ROMANA,2204,"300,381,783,",down
300_11,NICOLAE GOLESCU,1534,"126,300,368,",down
300_12,BD.NICOLAE BALCESCU,1403,"126,168,226,300,368,",down
301_0,PIATA ROMANA,2674,"131,301,331,",up
301_1,A.S.E.,4401,"131,301,331,",up
301_2,PERLA,1416,"131,182,301,330,331,335,",up
301_3,LICEUL ION LUCA CARAGIALE,3666,"131,182,301,330,331,335,",up
301_4,PIATA DOROBANTILOR,1195,"131,301,330,331,335,",up
301_5,PIATA CHARLES DE GAULLE,1197,"131,282,301,330,331,335,",up
301_6,PARC HERASTRAU,3327,"301,",up
301_7,NICOLAE CARAMFIL,2613,"112,301,",up
301_8,PASAJUL AVIATIEI,2614,"112,301,",up
301_9,APICOLA,2615,"112,301,",up
301_10,PIATA BANEASA,3299,"112,205,261,301,335,",up
301_11,AEROPORT BANEASA,1659,"131,149,301,304,335,449,780,783,",up
301_12,DRUMUL MATASII,1660,"261,301,304,449,",up
301_13,INSTITUTUL METEOROLOGIC,1661,"261,301,304,449,783,",up
301_14,AMBASADA S.U.A.,5038,"301,",up
301_15,PADUREA BANEASA,1663,"301,",up
301_16,RESTAURANT BANEASA,1664,"301,",up
301_17,GRADINA ZOOLOGICA,1665,"301,",up
301_18,MICROELECTRONICA,2502,"301,",up
301_19,JOLIE VILLE BANEASA,1666,"301,",up
301_0,JOLIE VILLE BANEASA,1667,"301,",down
301_1,MICROELECTRONICA,2503,"301,",down
301_2,GRADINA ZOOLOGICA,1668,"301,",down
301_3,RESTAURANT BANEASA,1669,"301,",down
301_4,PADUREA BANEASA,1670,"301,",down
301_5,ACADEMIA DE POLITIE,3990,"301,",down
301_6,AMBASADA S.U.A.,5039,"301,",down
301_7,INSTITUTUL METEOROLOGIC,1672,"261,301,304,449,783,",down
301_8,DRUMUL MATASII,1673,"261,301,304,449,",down
301_9,SOSEAUA BUCURESTI-PLOIESTI,286,"112,301,",down
301_10,PIATA BANEASA,3300,"112,301,",down
301_11,HOTEL PHOENICIA,4339,"112,301,",down
301_12,CARUTASILOR,2608,"112,301,",down
301_13,SOSEAUA PIPERA,3328,"301,",down
301_14,PARC HERASTRAU,3329,"301,",down
301_15,PIATA CHARLES DE GAULLE,1419,"131,282,301,330,331,335,",down
301_16,PIATA  DOROBANTILOR,1420,"131,301,330,331,335,",down
301_17,LICEUL ION LUCA CARAGIALE,3667,"131,182,301,330,331,335,",down
301_18,SOSEAUA STEFAN CEL MARE,1421,"131,182,301,330,331,335,",down
301_19,A.S.E.,2485,"131,301,331,",down
301_20,PIATA ROMANA,2674,"131,301,331,",down
302_0,GHENCEA,3460,"302,427,453,",up
302_1,CIMITIRUL GHENCEA,1973,"122,173,302,385,427,453,",up
302_2,CALEA 13 SEPTEMBRIE,1243,"139,226,302,",up
302_3,MARGEANULUI,1247,"139,226,302,",up
302_4,COMPLEX COMERCIAL,89,"139,226,302,",up
302_5,BUZOIENI,4064,"302,",up
302_6,TEIUS,3932,"226,227,302,",up
302_7,ANTIAERIANA,4056,"226,227,302,",up
302_8,DEPOUL ALEXANDRIA,4062,"91, 96,226,227,302,303,438,439,455,",up
302_9,TEIULUI,2085,"302,438,439,",up
302_10,PENITENCIARUL RAHOVA,3048,"302,438,439,",up
302_11,ALBOTESTI,3420,"302,438,439,",up
302_12,GLADIOLELOR,667,"302,438,439,",up
302_13,CELOFIBREI,668,"302,438,",up
302_14,SMARDAN,4459,"302,438,",up
302_15,CARTIER FORTUNA COBORARE,4388,"302,",up
302_0,CARTIER FORTUNA,5036,"302,",down
302_1,SMARDAN,4460,"302,438,",down
302_2,CELOFIBREI,679,"302,438,",down
302_3,GLADIOLELOR,680,"302,438,439,",down
302_4,ALBOTESTI,3618,"302,438,439,",down
302_5,PENITENCIARUL RAHOVA,3049,"302,438,439,",down
302_6,TEIULUI,2090,"302,438,439,",down
302_7,DEPOUL ALEXANDRIA,4063,"302,",down
302_8,ANTIAERIANA,4057,"226,302,",down
302_9,TEIUS,4061,"302,",down
302_10,MARGEANULUI,855,"139,226,302,",down
302_11,COMPLEX COMERCIAL,857,"139,226,302,",down
302_12,PETRE ISPIRESCU,861,"139,226,302,",down
302_13,PETRE ISPIRESCU,1962,"122,173,302,385,427,453,",down
302_14,CIMITIRUL GHENCEA,1963,"122,173,302,385,427,453,",down
302_15,GHENCEA,3459,"302,427,453,",down
303_0,DEPOUL ALEXANDRIA,3652,"91, 96,226,227,303,438,439,455,",up
303_1,SOSEAUA MAGURELE,2091,"227,303,427,453,455,",up
303_2,VENUS,2092,"303,427,453,455,",up
303_3,SOSEAUA VARTEJULUI,2093,"303,427,453,455,",up
303_4,SLATINA,3142,"303,427,453,455,",up
303_5,CURTEA DE ARGES,2094,"303,427,453,455,",up
303_6,PECINISCA,3352,"303,427,453,455,",up
303_0,PECINISCA,3353,"303,427,453,455,",down
303_1,CURTEA DE ARGES,2106,"303,427,453,455,",down
303_2,SLATINA,3143,"303,427,453,455,",down
303_3,SOSEAUA VARTEJULUI,2107,"303,427,453,455,",down
303_4,VENUS,2108,"303,427,453,455,",down
303_5,SOSEAUA ALEXANDRIEI,2635,"303,427,453,455,",down
303_6,DEPOUL ALEXANDRIA,4062,"91, 96,226,227,302,303,438,439,455,",down
304_0,PIATA PRESEI,3454,"149,261,304,",up
304_1,GARA BANEASA,193,"131,205,261,304,335,449,",up
304_2,POD BANEASA,379,"131,304,449,783,",up
304_3,AEROPORT BANEASA,1659,"131,149,301,304,335,449,780,783,",up
304_4,DRUMUL MATASII,1660,"261,301,304,449,",up
304_5,INSTITUTUL METEOROLOGIC,1661,"261,301,304,449,783,",up
304_6,ALEEA PRIVIGHETORILOR,1677,"304,449,780,783,",up
304_7,LICEUL FRANCEZ,4400,"304,",up
304_8,PASAJ C.F.R.OTOPENI,1678,"304,449,783,",up
304_9,PASAJ OTOPENI,8,"304,",up
304_10,SAT ODAI,2143,"304,",up
304_11,I. C. S. I. M.,2145,"304,",up
304_12,FERMA ODAI,2146,"304,",up
304_13,ADP SECTOR 1,4119,"304,",up
304_14,CIMITIRUL STRAULESTI,2147,"304,",up
304_15,C.F.R. CENTURA,474,"304,460,460B,697,",up
304_16,BD. PETRILA,650,"304,460,697,",up
304_17,BUZIAS,651,"304,460,697,",up
304_18,DOI COCOSI,652,"304,460,697,",up
304_19,STRAND STRAULESTI,4613,"205,304,460,460B,697,",up
304_20,CIMITIRUL STRAULESTI,1824,"205,304,460,460B,697,",up
304_21,PRECIZIA,2418,"205,304,460,460B,697,",up
304_22,LAROMET,1395,"112,205,304,",up
304_0,LAROMET,1797,"205,304,460,460B,697,",down
304_1,PRECIZIA,2420,"205,304,460,460B,697,",down
304_2,CIMITIRUL STRAULESTI,1798,"205,304,460,460B,697,",down
304_3,STRAND STRAULESTI,4074,"205,304,460,460B,697,",down
304_4,DOI COCOSI,272,"304,460,697,",down
304_5,BUZIAS,273,"304,460,697,",down
