linie,statie,cod_statie,conexiune_linii,directie
86_18,PIATA BUZESTI,438,"65, 79, 86,",down
86_19,CALEA VICTORIEI,429,"79, 86,",down
86_20,PIATA ROMANA,2291,"79, 86,",down
86_21,LICEUL EC. VIRGIL MADGEARU,317,"79, 86,133,",down
86_22,PIATA SPANIEI,3568,"79, 86,133,",down
86_23,PIATA GEMENI,1158,"79, 86,133,135,",down
86_24,CALEA MOSILOR,812,"79, 86,133,135,",down
86_25,FOISORUL DE FOC,3991,"79, 86,",down
86_26,SCOALA IANCULUI,814,"86, 90,",down
86_27,MECET,2838,"86, 90,",down
86_28,AGRICULTORILOR,815,"86, 90,",down
86_29,SOSEAUA MIHAI BRAVU,816,"86, 90,104,",down
86_30,LT. VICTOR MANU,817,"86, 90,104,",down
86_31,DUMITRU MARINESCU,3700,"86, 90,104,",down
86_32,AURA BUZESCU,818,"86, 90,104,",down
86_33,BD. PIERRE DE COUBERTIN,819,"86, 90,104,",down
86_34,ARENA NATIONALA,4471,"86, 90,",down
90_0,ARENA NATIONALA,4472,"86, 90,",up
90_1,BD. PIERRE DE COUBERTIN,795,"86, 90,104,",up
90_2,AURA BUZESCU,796,"86, 90,104,",up
90_3,LT. VICTOR MANU,797,"86, 90,104,",up
90_4,SOSEAUA MIHAI BRAVU,982,"86, 90,",up
90_5,AGRICULTORILOR,798,"86, 90,",up
90_6,MECET,2837,"86, 90,",up
90_7,SCOALA IANCULUI,799,"86, 90,",up
90_8,TRAIAN,726,"70, 90,311,655,",up
90_9,CALEA MOSILOR,727,"69, 70, 85, 90,311,655,",up
90_10,ARMENEASCA,2405,"66, 69, 70, 85, 90,311,655,",up
90_11,TEATRUL NATIONAL,968,"61, 66, 69, 70, 85, 90, 91,336,601,",up
90_12,UNIVERSITATE,729,"61, 66, 69, 70, 85, 90, 91,336,601,",up
90_13,GRADINA CISMIGIU,2933,"61, 66, 69, 70, 85, 90, 91,122,137,138,268,336,601,",up
90_14,PIATA MIHAIL KOGALNICEANU,731,"61, 69, 90, 91,122,137,138,268,336,601,",up
90_15,FACULTATEA DE DREPT,2575,"61, 69, 90, 91,122,137,138,163,268,336,601,",up
90_16,STIRBEI VODA,1997,"61, 69, 90, 91,123,601,696,",up
90_17,GRADINA BOTANICA,848,"61, 62, 69, 90, 91, 93, 96,236,336,",up
90_18,PIATA LEUL,1394,"61, 62, 69, 90, 91, 93, 96,136,236,336,",up
90_19,BD. IULIU MANIU,1571,"69, 90, 91, 93, 96,105,",up
90_20,BD.TIMISOARA,1572,"69, 90, 91, 93, 96,105,",up
90_21,ORIZONT,737,"69, 90, 93,105,126,168,268,368,668,",up
90_22,FAVORIT,2039,"69, 90, 93,126,",up
90_23,1 MAI,4498,"69, 90, 93,126,",up
90_24,DRUMETUL,2041,"69, 90, 93,126,",up
90_25,PARCUL DRUMUL TABEREI,4501,"69, 90, 93,173,221,368,",up
90_26,LICEUL EUGEN LOVINESCU,1125,"69, 90, 93,173,221,368,",up
90_27,RAUL DOAMNEI,1126,"69, 90, 93,173,221,368,",up
90_28,POSTA,1800,"69, 90, 93,168,173,221,268,368,668,",up
90_29,VALEA ARGESULUI,2033,"69, 90, 93,",up
90_0,VALEA ARGESULUI,2043,"69, 90, 93,168,173,221,268,368,668,",down
90_1,DRUMUL TABEREI 98,2055,"69, 90, 93,173,368,",down
90_2,ALEEA VLASIEI,1108,"69, 90, 93,173,368,",down
90_3,LICEUL EUGEN LOVINESCU,1109,"69, 90, 93,173,368,",down
90_4,1 MAI,4497,"69, 90, 93,126,",down
90_5,DRUMETUL,2046,"69, 90, 93,126,",down
90_6,SIBIU,2047,"69, 90, 93,126,",down
90_7,FAVORIT,2048,"69, 90, 93,126,",down
90_8,ORIZONT,518,"69, 90, 93,105,126,168,268,368,668,",down
90_9,BD. TIMISOARA,3471,"69, 90, 91, 93, 96,105,139,",down
90_10,BD. IULIU MANIU,896,"69, 90, 91, 93, 96,105,139,",down
90_11,PIATA LEUL,639,"61, 62, 69, 90, 91, 93, 96,136,236,336,",down
90_12,CAROL DAVILA,251,"61, 62, 69, 90, 91, 93, 96,236,336,",down
90_13,POD COTROCENI,900,"61, 62, 69, 90, 91, 93, 96,123,696,",down
90_14,MIRCEA VULCANESCU,1128,"61, 69, 85, 90, 91,163,696,",down
90_15,CASA STUDENTILOR,586,"61, 69, 85, 90, 91,163,",down
90_16,VASILE PARVAN,587,"61, 69, 85, 90, 91,163,",down
90_17,PIATA MIHAIL KOGALNICEANU,758,"61, 66, 69, 70, 85, 90, 91,336,601,",down
90_18,GRADINA CISMIGIU,2934,"61, 66, 69, 70, 85, 90, 91,336,601,",down
90_19,UNIVERSITATE,759,"61, 66, 69, 70, 85, 90, 91,",down
90_20,PIATA ROSETTI,760,"61, 66, 69, 70, 85, 90, 91,336,601,",down
90_21,ARMENEASCA,2398,"66, 69, 70, 85, 90,311,655,",down
90_22,CALEA MOSILOR,761,"69, 70, 85, 90,311,655,",down
90_23,TRAIAN,762,"70, 90,311,655,",down
90_24,SCOALA IANCULUI,814,"86, 90,",down
90_25,MECET,2838,"86, 90,",down
90_26,AGRICULTORILOR,815,"86, 90,",down
90_27,SOSEAUA MIHAI BRAVU,816,"86, 90,104,",down
90_28,LT. VICTOR MANU,817,"86, 90,104,",down
90_29,DUMITRU MARINESCU,3700,"86, 90,104,",down
90_30,AURA BUZESCU,818,"86, 90,104,",down
90_31,BD. PIERRE DE COUBERTIN,819,"86, 90,104,",down
90_32,ARENA NATIONALA,4471,"86, 90,",down
91_0,DEPOUL ALEXANDRIA,3652,"91, 96,226,227,303,438,439,455,",up
91_1,TACERII,3469,"91, 96,427,453,",up
91_2,MANEA SERBAN,2636,"91, 96,427,453,",up
91_3,TRIMBITEI,964,"91, 96,427,453,",up
91_4,PIATA 13 SEPTEMBRIE,811,"91, 96,427,453,",up
91_5,CALEA 13 SEPTEMBRIE,883,"91, 96,",up
91_6,NABUCULUI,863,"91, 96,139,",up
91_7,LT. NICOLAE GAINA,4345,"91, 96,139,",up
91_8,BD. TIMISOARA,3471,"69, 90, 91, 93, 96,105,139,",up
91_9,BD. IULIU MANIU,896,"69, 90, 91, 93, 96,105,139,",up
91_10,PIATA LEUL,639,"61, 62, 69, 90, 91, 93, 96,136,236,336,",up
91_11,CAROL DAVILA,251,"61, 62, 69, 90, 91, 93, 96,236,336,",up
91_12,POD COTROCENI,900,"61, 62, 69, 90, 91, 93, 96,123,696,",up
91_13,MIRCEA VULCANESCU,1128,"61, 69, 85, 90, 91,163,696,",up
91_14,CASA STUDENTILOR,586,"61, 69, 85, 90, 91,163,",up
91_15,VASILE PARVAN,587,"61, 69, 85, 90, 91,163,",up
91_16,PIATA MIHAIL KOGALNICEANU,758,"61, 66, 69, 70, 85, 90, 91,336,601,",up
91_17,GRADINA CISMIGIU,2934,"61, 66, 69, 70, 85, 90, 91,336,601,",up
91_18,UNIVERSITATE,759,"61, 66, 69, 70, 85, 90, 91,",up
91_19,PIATA ROSETTI,760,"61, 66, 69, 70, 85, 90, 91,336,601,",up
91_0,PIATA ROSETTI,760,"61, 66, 69, 70, 85, 90, 91,336,601,",down
91_1,TEATRUL NATIONAL,968,"61, 66, 69, 70, 85, 90, 91,336,601,",down
91_2,UNIVERSITATE,729,"61, 66, 69, 70, 85, 90, 91,336,601,",down
91_3,GRADINA CISMIGIU,2933,"61, 66, 69, 70, 85, 90, 91,122,137,138,268,336,601,",down
91_4,PIATA MIHAIL KOGALNICEANU,731,"61, 69, 90, 91,122,137,138,268,336,601,",down
91_5,FACULTATEA DE DREPT,2575,"61, 69, 90, 91,122,137,138,163,268,336,601,",down
91_6,STIRBEI VODA,1997,"61, 69, 90, 91,123,601,696,",down
91_7,GRADINA BOTANICA,848,"61, 62, 69, 90, 91, 93, 96,236,336,",down
91_8,PIATA LEUL,1394,"61, 62, 69, 90, 91, 93, 96,136,236,336,",down
91_9,BD. IULIU MANIU,1571,"69, 90, 91, 93, 96,105,",down
91_10,BD.TIMISOARA,1572,"69, 90, 91, 93, 96,105,",down
91_11,LT. NICOLAE GAINA,752,"91, 96,126,168,268,368,668,",down
91_12,DRUMUL SARII,859,"91, 96,139,",down
91_13,NABUCULUI,860,"91, 96,139,",down
91_14,CALEA 13 SEPTEMBRIE,1808,"91, 96,427,453,",down
91_15,PIATA 13 SEPTEMBRIE,804,"91, 96,427,453,",down
91_16,TRAMBITEI,2973,"91, 96,427,453,",down
91_17,MANEA SERBAN,2634,"91, 96,427,453,",down
91_18,TACERII,961,"91, 96,427,453,",down
91_19,DEPOUL ALEXANDRIA,4062,"91, 96,226,227,302,303,438,439,455,",down
93_0,VALEA ARGESULUI,2043,"69, 90, 93,168,173,221,268,368,668,",up
93_1,DRUMUL TABEREI 98,2055,"69, 90, 93,173,368,",up
93_2,ALEEA VLASIEI,1108,"69, 90, 93,173,368,",up
93_3,LICEUL EUGEN LOVINESCU,1109,"69, 90, 93,173,368,",up
93_4,1 MAI,4497,"69, 90, 93,126,",up
93_5,DRUMETUL,2046,"69, 90, 93,126,",up
93_6,SIBIU,2047,"69, 90, 93,126,",up
93_7,FAVORIT,2048,"69, 90, 93,126,",up
93_8,ORIZONT,518,"69, 90, 93,105,126,168,268,368,668,",up
93_9,BD. TIMISOARA,3471,"69, 90, 91, 93, 96,105,139,",up
93_10,BD. IULIU MANIU,896,"69, 90, 91, 93, 96,105,139,",up
93_11,PIATA LEUL,639,"61, 62, 69, 90, 91, 93, 96,136,236,336,",up
93_12,CAROL DAVILA,251,"61, 62, 69, 90, 91, 93, 96,236,336,",up
93_13,POD COTROCENI,900,"61, 62, 69, 90, 91, 93, 96,123,696,",up
93_14,CALEA PLEVNEI,2101,"62, 93, 96,696,",up
93_15,BD. DINICU GOLESCU,904,"62, 85, 93, 96,133,696,",up
93_16,MINISTERUL TRANSPORTURILOR,905,"62, 85, 93, 96,133,696,",up
93_17,GARA DE NORD,784,"62, 85, 93, 96,105,282,696,780,",up
93_0,GARA DE NORD,784,"62, 85, 93, 96,105,282,696,780,",down
93_1,WITING,785,"62, 85, 93, 96,123,133,163,696,",down
93_2,POD COTROCENI,728,"62, 93, 96,",down
93_3,GRADINA BOTANICA,848,"61, 62, 69, 90, 91, 93, 96,236,336,",down
93_4,PIATA LEUL,1394,"61, 62, 69, 90, 91, 93, 96,136,236,336,",down
93_5,BD. IULIU MANIU,1571,"69, 90, 91, 93, 96,105,",down
93_6,BD.TIMISOARA,1572,"69, 90, 91, 93, 96,105,",down
93_7,ORIZONT,737,"69, 90, 93,105,126,168,268,368,668,",down
93_8,FAVORIT,2039,"69, 90, 93,126,",down
93_9,1 MAI,4498,"69, 90, 93,126,",down
93_10,DRUMETUL,2041,"69, 90, 93,126,",down
93_11,PARCUL DRUMUL TABEREI,4501,"69, 90, 93,173,221,368,",down
93_12,LICEUL EUGEN LOVINESCU,1125,"69, 90, 93,173,221,368,",down
93_13,RAUL DOAMNEI,1126,"69, 90, 93,173,221,368,",down
93_14,POSTA,1800,"69, 90, 93,168,173,221,268,368,668,",down
93_15,VALEA ARGESULUI,2033,"69, 90, 93,",down
96_0,DEPOUL ALEXANDRIA,3652,"91, 96,226,227,303,438,439,455,",up
96_1,TACERII,3469,"91, 96,427,453,",up
96_2,MANEA SERBAN,2636,"91, 96,427,453,",up
96_3,TRIMBITEI,964,"91, 96,427,453,",up
96_4,PIATA 13 SEPTEMBRIE,811,"91, 96,427,453,",up
96_5,CALEA 13 SEPTEMBRIE,883,"91, 96,",up
96_6,NABUCULUI,863,"91, 96,139,",up
96_7,LT. NICOLAE GAINA,4345,"91, 96,139,",up
96_8,BD. TIMISOARA,3471,"69, 90, 91, 93, 96,105,139,",up
96_9,BD. IULIU MANIU,896,"69, 90, 91, 93, 96,105,139,",up
96_10,PIATA LEUL,639,"61, 62, 69, 90, 91, 93, 96,136,236,336,",up
96_11,CAROL DAVILA,251,"61, 62, 69, 90, 91, 93, 96,236,336,",up
96_12,POD COTROCENI,900,"61, 62, 69, 90, 91, 93, 96,123,696,",up
96_13,CALEA PLEVNEI,2101,"62, 93, 96,696,",up
96_14,BD. DINICU GOLESCU,904,"62, 85, 93, 96,133,696,",up
96_15,MINISTERUL TRANSPORTURILOR,905,"62, 85, 93, 96,133,696,",up
96_16,GARA DE NORD,784,"62, 85, 93, 96,105,282,696,780,",up
96_0,GARA DE NORD,784,"62, 85, 93, 96,105,282,696,780,",down
96_1,WITING,785,"62, 85, 93, 96,123,133,163,696,",down
96_2,POD COTROCENI,728,"62, 93, 96,",down
96_3,GRADINA BOTANICA,848,"61, 62, 69, 90, 91, 93, 96,236,336,",down
96_4,PIATA LEUL,1394,"61, 62, 69, 90, 91, 93, 96,136,236,336,",down
96_5,BD. IULIU MANIU,1571,"69, 90, 91, 93, 96,105,",down
96_6,BD.TIMISOARA,1572,"69, 90, 91, 93, 96,105,",down
96_7,LT. NICOLAE GAINA,752,"91, 96,126,168,268,368,668,",down
96_8,DRUMUL SARII,859,"91, 96,139,",down
96_9,NABUCULUI,860,"91, 96,139,",down
96_10,CALEA 13 SEPTEMBRIE,1808,"91, 96,427,453,",down
96_11,PIATA 13 SEPTEMBRIE,804,"91, 96,427,453,",down
96_12,TRAMBITEI,2973,"91, 96,427,453,",down
96_13,MANEA SERBAN,2634,"91, 96,427,453,",down
96_14,TACERII,961,"91, 96,427,453,",down
96_15,DEPOUL ALEXANDRIA,4062,"91, 96,226,227,302,303,438,439,455,",down
