linie,statie,cod_statie,conexiune_linii,directie
24_13,PIATA BUZESTI,2930,"24,",up
24_14,MIRCEA VULCANESCU,4367,"24,",up
24_15,RADIO ROMANIA,4365,"24, 44,",up
24_16,VASILE PARVAN,4369,"24, 44,",up
24_0,VASILE PARVAN,4369,"24, 44,",down
24_1,CISMIGIU,61,"24, 44,",down
24_2,OSTASILOR,2656,"24, 44,",down
24_3,RADIO ROMANIA,4366,"24, 44,",down
24_4,MIRCEA VULCANESCU,4368,"24,",down
24_5,PIATA BUZESTI,702,"24, 42, 45, 46,",down
24_6,PIATA VICTORIEI,703,"24, 42, 45, 46,",down
24_7,PIATA ION MIHALACHE,140,"24, 42, 45,",down
24_8,BD. MARESAL AVERESCU,141,"24, 42, 45,",down
24_9,PIATA DOMENII,541,"24, 42, 45,",down
24_10,AVIATOR POPISTEANU,542,"24, 42, 45,",down
24_11,CLABUCET,543,"24, 42, 45,",down
24_12,CARPATI,120,"24, 45,",down
24_13,DEPOUL BUCURESTII NOI,220,"24,",down
24_14,PAJUREI,221,"24,",down
24_15,BD. GLORIEI,222,"24,",down
24_16,NEATARNARII,575,"24,",down
24_17,IZBICENI,576,"24,",down
24_18,CARTIER DAMAROAIA,577,"24,",down
25_0,C.F.R. PROGRESUL,371,"4,  7, 25,",up
25_1,CAP. RADUCANU CRISTEA,372,"4,  7, 25,",up
25_2,ANGHEL NUTU,990,"4,  7, 25,",up
25_3,LUICA,2914,"4,  7, 25,",up
25_4,CIMITIRUL EVREIESC,266,"7, 11, 25,",up
25_5,DRUMUL GAZARULUI,267,"7, 11, 25,",up
25_6,TOPORASI,268,"7, 11, 25,",up
25_7,PIATA PROGRESUL,269,"7, 11, 25,",up
25_8,MUZEUL BACOVIA,270,"7, 11, 25,",up
25_9,SURA MARE,271,"1,  7, 11, 25,",up
25_10,PIATA EROII REVOLUTIEI,2358,"1, 7, 11, 25,",up
25_11,STEFAN HEPITES,300,"1, 7, 11, 25,",up
25_12,DR. CONSTANTIN ISTRATI,3100,"1, 7, 11, 25,",up
25_13,SPATARUL PREDA,329,"1, 11, 25, 47,",up
25_14,CALEA RAHOVEI,328,"1, 8, 11, 25, 47,",up
25_15,INOX,331,"1, 8, 11, 25, 47,",up
25_16,CALEA 13 SEPTEMBRIE,330,"1, 8, 11, 25,",up
25_17,APRODEX,54,"1, 8, 11, 25,",up
25_18,PIATA DANNY HUWE,2315,"1, 8, 11, 25,",up
25_19,BD. VASILE MILEA,2308,"1, 8, 11, 25,",up
25_20,SIBIU,585,"8, 25, 35,",up
25_21,SERGENT MOISE,2387,"8, 25, 35,",up
25_22,BRASOV,885,"8, 25, 35,",up
25_23,COMPASULUI,3305,"8, 25, 35,",up
25_24,ROMANCIERILOR,2344,"8, 25, 35,",up
25_25,FRIGOCOM,2345,"8, 25, 35,",up
25_26,VALEA OLTULUI,2346,"8, 25, 35,",up
25_27,RADOX,3513,"8, 25, 35,",up
25_28,VALEA CASCADELOR,4324,"8, 25, 35,",up
25_29,C.F.R. COTROCENI,2349,"8, 25, 35,",up
25_30,CESAROM,413,"8, 25, 35,",up
25_31,URBIS,415,"8, 25, 35,",up
25_32,S.C. VEST,417,"8, 25, 35,",up
25_33,INSCUT,418,"8, 25, 35,",up
25_34,DEPOUL MILITARI,419,"8, 25, 35,",up
25_0,DEPOUL MILITARI,420,"8, 25, 35,",down
25_1,INSCUT,422,"8, 25, 35,",down
25_2,S.C. VEST,423,"8, 25, 35,",down
25_3,URBIS,425,"8, 25, 35,",down
25_4,CESAROM,426,"8, 25, 35,",down
25_5,C.F.R. COTROCENI,2356,"8, 25, 35,",down
25_6,VALEA CASCADELOR,4325,"8, 25, 35,",down
25_7,RADOX,3512,"8, 25, 35,",down
25_8,VALEA OLTULUI,2353,"8, 25, 35,",down
25_9,FRIGOCOM,2352,"8, 25, 35,",down
25_10,ROMANCIERILOR,2351,"8, 25, 35,",down
25_11,COMPASULUI,3304,"8, 25, 35,",down
25_12,BRASOV,2350,"8, 25, 35,",down
25_13,SERGENT MOISE,893,"8, 25, 35,",down
25_14,SIBIU,2385,"8, 25, 35,",down
25_15,BD. VASILE MILEA,2386,"8, 25, 35,",down
25_16,PIATA DANNY HUWE,327,"1,  8, 11, 25,",down
25_17,APRODEX,343,"1,  8, 11, 25,",down
25_18,CALEA 13 SEPTEMBRIE,344,"1,  8, 11, 25,",down
25_19,INOX,345,"1,  8, 11, 25, 47,",down
25_20,CALEA RAHOVEI,346,"1, 11, 25, 47,",down
25_21,SPATARUL PREDA,347,"1, 11, 25, 47,",down
25_22,SOSEAUA VIILOR,2683,"1, 11, 25, 47,",down
25_23,STEFAN HEPITES,349,"1,  7, 11, 25,",down
25_24,PIATA EROII REVOLUTIEI,350,"1,  7, 11, 25,",down
25_25,SURA MARE,252,"7, 11, 25,",down
25_26,MUZEUL BACOVIA,253,"7, 11, 25,",down
25_27,PIATA PROGRESUL,254,"7, 11, 25,",down
25_28,TOPORASI,255,"7, 11, 25,",down
25_29,DRUMUL GAZARULUI,256,"7, 11, 25,",down
25_30,CIMITIRUL EVREIESC,257,"7, 11, 25,",down
25_31,LUICA,2915,"7, 11, 25,",down
25_32,ANGHEL NUTU,991,"4,  7, 25,",down
25_33,CAP. RADUCANU CRISTEA,382,"4,  7, 25,",down
25_34,C.F.R. PROGRESUL,383,"4,  7, 25,",down
27_0,COMPLEX RATB TITAN,521,"23, 27, 40,",up
27_1,CHIMOPAR,522,"23, 27, 40,",up
27_2,POLICOLOR,523,"23, 27, 40,",up
27_3,STIROM,524,"23, 27, 40,",up
27_4,I.O.R. 2,525,"23, 27, 40,",up
27_5,OZANA,526,"23, 27, 40,",up
27_6,BD. 1 DECEMBRIE 1918,527,"23, 27, 40,",up
27_7,DUMBRAVA NOUA,2162,"23, 27,",up
27_8,PIATA TITAN,3031,"23, 27,",up
27_9,ILIOARA,1820,"23, 27,",up
27_10,FIZICIENILOR,1811,"23, 27,",up
27_11,VOLUNTARILOR,1814,"23, 27,",up
27_12,PIATA RAMNICU SARAT,4323,"23, 27,",up
27_13,DRISTORULUI,45,"23, 27,",up
27_14,SOSEAUA MIHAI BRAVU,534,"23, 27,",up
27_15,DEPOUL DUDESTI,535,"23, 27,",up
27_16,POLICLINICA VITAN,536,"23, 27,",up
27_17,POSTA VITAN,537,"1, 23, 27,",up
27_18,NERVA TRAIAN,2423,"1, 23, 27,",up
27_19,PASAJ MARASESTI,2367,"23, 27,",up
27_20,BD. DIMITRIE CANTEMIR,2368,"23, 27,",up
27_21,PARCUL CAROL I,2369,"23, 27,",up
27_22,GRAMONT,1409,"7, 23, 27, 47,",up
27_23,PATRIARHIA ROMANA,473,"7, 23, 27, 47,",up
27_24,PIATA UNIRII,472,"7, 27, 32, 47,",up
27_0,PIATA UNIRII,472,"7, 27, 32, 47,",down
27_1,11 IUNIE,464,"7, 27, 32, 47,",down
27_2,GRAMONT,475,"7, 23, 27, 47,",down
27_3,PARCUL CAROL I,2364,"23, 27,",down
27_4,BD. DIMITRIE CANTEMIR,2365,"23, 27,",down
27_5,PASAJ MARASESTI,2366,"23, 27,",down
27_6,NERVA TRAIAN,2422,"23, 27,",down
27_7,POSTA VITAN,500,"1, 23, 27,",down
27_8,POLICLINICA VITAN,501,"23, 27,",down
27_9,DEPOUL DUDESTI,502,"23, 27,",down
27_10,SOSEAUA MIHAI BRAVU,3117,"23, 27,",down
27_11,DRISTORULUI,40,"23, 27,",down
27_12,PIATA RAMNICU SARAT,4322,"23, 27,",down
27_13,VOLUNTARILOR,1817,"23, 27,",down
27_14,FIZICIENILOR,1822,"23, 27,",down
27_15,ILIOARA,1821,"23, 27,",down
27_16,PIATA TITAN,3032,"23, 27,",down
27_17,DUMBRAVA NOUA,2161,"23, 27,",down
27_18,BD. 1 DECEMBRIE 1918,510,"23, 27, 40,",down
27_19,OZANA,511,"23, 27, 40,",down
27_20,I.O.R. 2,512,"23, 27, 40,",down
27_21,STIROM,513,"23, 27, 40,",down
27_22,POLICOLOR,514,"23, 27, 40,",down
27_23,CHIMOPAR,515,"23, 27, 40,",down
27_24,COMPLEX RATB TITAN,516,"23, 27, 40,",down
32_0,DEPOUL ALEXANDRIA,46,"32,",up
32_1,ANTIAERIANA,47,"32,",up
32_2,MARGEANULUI,48,"32,",up
32_3,PIATA RAHOVA,49,"32,",up
32_4,PETRE ISPIRESCU,51,"32,",up
32_5,CALEA FERENTARI,52,"8, 23, 32,",up
32_6,SOSEAUA PROGRESULUI,53,"23, 32,",up
32_7,PIATA CHIRIGIU,404,"23, 32,",up
32_8,PIATA REGINA MARIA,430,"23, 32,",up
32_9,11 IUNIE,460,"23, 32,",up
32_10,PIATA UNIRII,472,"7, 27, 32, 47,",up
32_0,PIATA UNIRII,472,"7, 27, 32, 47,",down
32_1,11 IUNIE,464,"7, 27, 32, 47,",down
32_2,PIATA REGINA MARIA,436,"23, 32,",down
32_3,PIATA CHIRIGIU,409,"23, 32,",down
32_4,SOSEAUA PROGRESULUI,476,"8, 23, 32,",down
32_5,CALEA FERENTARI,97,"8, 23, 32,",down
32_6,PETRE ISPIRESCU,98,"32,",down
32_7,PIATA RAHOVA,100,"32,",down
32_8,MARGEANULUI,101,"32,",down
32_9,ANTIAERIANA,102,"32,",down
32_10,DEPOUL ALEXANDRIA,103,"32,",down
35_0,DEPOUL MILITARI,420,"8, 25, 35,",up
35_1,INSCUT,422,"8, 25, 35,",up
35_2,S.C. VEST,423,"8, 25, 35,",up
35_3,URBIS,425,"8, 25, 35,",up
35_4,CESAROM,426,"8, 25, 35,",up
35_5,C.F.R. COTROCENI,2356,"8, 25, 35,",up
35_6,VALEA CASCADELOR,4325,"8, 25, 35,",up
35_7,RADOX,3512,"8, 25, 35,",up
35_8,VALEA OLTULUI,2353,"8, 25, 35,",up
35_9,FRIGOCOM,2352,"8, 25, 35,",up
35_10,ROMANCIERILOR,2351,"8, 25, 35,",up
35_11,COMPASULUI,3304,"8, 25, 35,",up
35_12,BRASOV,2350,"8, 25, 35,",up
35_13,SERGENT MOISE,893,"8, 25, 35,",up
35_14,SIBIU,2385,"8, 25, 35,",up
35_15,BD. VASILE MILEA,2386,"8, 25, 35,",up
35_16,BD. IULIU MANIU,2309,"1, 11, 35,",up
35_17,POD GROZAVESTI,2310,"1, 11, 35,",up
35_18,CALEA PLEVNEI,2311,"11, 35,",up
35_19,CALEA GIULESTI,4290,"35, 44,",up
35_20,GARA BASARAB,64,"35, 44,",up
35_0,GARA BASARAB,337,"35, 44,",down
35_1,CALEA GIULESTI,65,"35, 44,",down
35_2,CALEA PLEVNEI,4258,"11, 35,",down
35_3,POD GROZAVESTI,2312,"1, 11, 35,",down
35_4,BD. IULIU MANIU,2313,"1, 11, 35,",down
35_5,BD. TIMISOARA,2314,"1, 11, 35,",down
35_6,SIBIU,585,"8, 25, 35,",down
35_7,SERGENT MOISE,2387,"8, 25, 35,",down
35_8,BRASOV,885,"8, 25, 35,",down
35_9,COMPASULUI,3305,"8, 25, 35,",down
35_10,ROMANCIERILOR,2344,"8, 25, 35,",down
35_11,FRIGOCOM,2345,"8, 25, 35,",down
35_12,VALEA OLTULUI,2346,"8, 25, 35,",down
35_13,RADOX,3513,"8, 25, 35,",down
35_14,VALEA CASCADELOR,4324,"8, 25, 35,",down
35_15,C.F.R. COTROCENI,2349,"8, 25, 35,",down
35_16,CESAROM,413,"8, 25, 35,",down
35_17,URBIS,415,"8, 25, 35,",down
35_18,S.C. VEST,417,"8, 25, 35,",down
35_19,INSCUT,418,"8, 25, 35,",down
35_20,DEPOUL MILITARI,419,"8, 25, 35,",down
36_0,REPUBLICA,547,"36, 46, 56,",up
36_1,FAUR,3740,"36, 46, 56,",up
36_2,GRUP INDUSTRIAL TITAN,548,"36, 46, 56,",up
36_3,BD. 1 DECEMBRIE 1918,889,"36, 46, 56,",up
36_4,SOSEAUA MORARILOR,549,"14, 36, 40, 46, 56,",up
36_5,BAIA DE ARAMA,550,"14, 36, 40, 46, 56,",up
36_6,BD. NICOLAE GRIGORESCU,551,"14, 36, 40, 46, 56,",up
36_7,PICTOR HARLESCU,2379,"14, 36, 46,",up
36_8,BD. CHISINAU,387,"14, 36, 46,",up
36_9,SOSEAUA IANCULUI,454,"14, 36,",up
36_10,BAICULUI,995,"14, 36,",up
36_11,BD. FERDINAND,455,"14, 36,",up
36_12,PIATA OBOR,4050,"36,",up
36_13,SOSEAUA COLENTINA,878,"36,",up
36_14,TURMELOR,3254,"36,",up
36_15,MAICA DOMNULUI,176,"36,",up
36_16,ALEXANDRU CEL BUN,199,"16, 36,",up
36_17,BD. LACUL TEI,481,"16, 36,",up
36_18,TEIUL DOAMNEI,482,"16, 36,",up
36_19,LACUL TEI,483,"16, 36,",up
36_20,STRANDUL TEI,484,"16, 36,",up
36_21,SOSEAUA FABRICA DE GLUCOZA,485,"16, 36,",up
36_22,GELCAP,2925,"16, 36,",up
36_23,ROCIN,486,"16, 36,",up
36_24,ELECTRONICA,487,"16, 36,",up
36_25,PLATFORMA INDUSTRIALA PIPERA,488,"16, 36,",up
36_0,PLATFORMA INDUSTRIALA PIPERA,489,"16, 36,",down
36_1,ELECTRONICA,490,"16, 36,",down
36_2,ROCIN,491,"16, 36,",down
36_3,GELCAP,2926,"16, 36,",down
36_4,SOSEAUA FABRICA DE GLUCOZA,492,"16, 36,",down
36_5,STRANDUL TEI,493,"16, 36,",down
36_6,LACUL TEI,494,"16, 36,",down
36_7,BD. LACUL TEI,992,"16, 36,",down
36_8,GRIGORE MOISIL,495,"16, 36,",down
36_9,ALEXANDRU CEL BUN,204,"16, 36,",down
36_10,REINVIERII,496,"16, 36,",down
36_11,SOSEAUA COLENTINA,3800,"36,",down
36_12,HALELE OBOR,32,"36,",down
36_13,PIATA OBOR,4051,"36,",down
36_14,BD. FERDINAND,33,"36,",down
36_15,CIMITIRUL ARMENESC,994,"14, 36,",down
36_16,SOSEAUA IANCULUI,469,"14, 36,",down
36_17,BD. CHISINAU,449,"14, 36, 46,",down
36_18,PICTOR HARLESCU,2383,"14, 36, 46,",down
36_19,BD. BASARABIA,2384,"14, 36, 46,",down
36_20,BAIA DE ARAMA,566,"14, 36, 40, 46, 56,",down
36_21,LUCRETIU PATRASCANU,567,"14, 36, 40, 46, 56,",down
36_22,BD. 1 DECEMBRIE 1918,890,"14, 36, 40, 46, 56,",down
36_23,GRUP INDUSTRIAL TITAN,568,"36, 46, 56,",down
36_24,FAUR,569,"36, 46, 56,",down
36_25,REPUBLICA,3306,"36, 46, 56,",down
40_0,COMPLEX RATB TITAN,521,"23, 27, 40,",up
40_1,CHIMOPAR,522,"23, 27, 40,",up
40_2,POLICOLOR,523,"23, 27, 40,",up
40_3,STIROM,524,"23, 27, 40,",up
40_4,I.O.R. 2,525,"23, 27, 40,",up
40_5,OZANA,526,"23, 27, 40,",up
40_6,BD. 1 DECEMBRIE 1918,527,"23, 27, 40,",up
40_7,OFICIUL POSTAL 72,823,"40,",up
40_8,POSTAVARULUI,2177,"40,",up
40_9,LIVIU REBREANU,3509,"40,",up
40_10,FAUR POARTA 4,3043,"40,",up
40_11,BARAJUL ROVINARI,2982,"14, 40,",up
40_12,BARAJUL IEZERU,2983,"14, 40,",up
40_13,BD. BASARABIA,2984,"14, 40,",up
40_14,SOSEAUA MORARILOR,549,"14, 36, 40, 46, 56,",up
40_15,BAIA DE ARAMA,550,"14, 36, 40, 46, 56,",up
40_16,BD. NICOLAE GRIGORESCU,551,"14, 36, 40, 46, 56,",up
40_17,ARENA NATIONALA,4473,"40, 56,",up
40_18,PATINOAR,553,"40, 56,",up
40_19,PIATA HURMUZACHI,554,"40, 56,",up
40_20,DELEA VECHE,700,"40, 56,",up
40_21,UNIVERSITATEA HYPERION,3041,"40, 56,",up
40_22,HALA TRAIAN,431,"40, 56,",up
40_23,PIATA SF. STEFAN,3388,"14, 40, 56,",up
40_24,PIATA CORNELIU COPOSU,395,"14, 40, 56,",up
40_25,PIATA SF. VINERI,4035,"14, 40, 56,",up
40_0,PIATA SF. VINERI,4025,"14, 40, 56,",down
40_1,ALEXANDRU SIHLEANU,440,"14, 40, 56,",down
40_2,HALA TRAIAN,3650,"14, 40, 56,",down
40_3,UNIVERSITATEA HYPERION,3042,"40, 56,",down
40_4,DELEA VECHE,463,"40, 56,",down
40_5,PIATA HURMUZACHI,562,"40, 56,",down
40_6,PATINOAR,563,"40, 56,",down
40_7,ARENA NATIONALA,4474,"40, 56,",down
40_8,BD. NICOLAE GRIGORESCU,565,"40, 56,",down
40_9,BAIA DE ARAMA,566,"14, 36, 40, 46, 56,",down
40_10,LUCRETIU PATRASCANU,567,"14, 36, 40, 46, 56,",down
40_11,BD. 1 DECEMBRIE 1918,890,"14, 36, 40, 46, 56,",down
40_12,BARAJUL IEZERU,2985,"14, 40,",down
40_13,BARAJUL ROVINARI,2986,"14, 40,",down
40_14,FAUR POARTA 4,3044,"14, 40,",down
40_15,LIVIU REBREANU,3511,"40,",down
40_16,POSTAVARULUI,2165,"40,",down
40_17,OFICIUL POSTAL 72,844,"40,",down
40_18,BD. 1 DECEMBRIE 1918,510,"23, 27, 40,",down
40_19,OZANA,511,"23, 27, 40,",down
40_20,I.O.R. 2,512,"23, 27, 40,",down
40_21,STIROM,513,"23, 27, 40,",down
40_22,POLICOLOR,514,"23, 27, 40,",down
40_23,CHIMOPAR,515,"23, 27, 40,",down
40_24,COMPLEX RATB TITAN,516,"23, 27, 40,",down
41_0,PIATA PRESEI,3391,"41,",up
41_1,AGRONOMIE,3392,"41,",up
41_2,CASIN,3393,"41,",up
41_3,BD. ION MIHALACHE,3400,"41,",up
41_4,PASAJ GRANT,2393,"41,",up
41_5,SOSEAUA CRANGASI,3014,"41,",up
41_6,PIATA CRANGASI,2394,"41,",up
41_7,POD CIUREL,2425,"41,",up
41_8,ORSOVA,1298,"41,",up
41_9,BD. UVERTURII,194,"41,",up
41_10,BD. TIMISOARA,296,"41,",up
41_11,DRUMUL TABEREI,3394,"41,",up
41_12,PARCUL DRUMUL TABEREI,4503,"41,",up
41_13,BRASOV,3401,"41,",up
41_14,GHENCEA,3389,"41,",up
41_0,GHENCEA,3390,"41,",down
41_1,BRASOV,290,"41,",down
41_2,PARCUL DRUMUL TABEREI,4502,"41,",down
41_3,DRUMUL TABEREI,3395,"41,",down
41_4,BD. TIMISOARA,293,"41,",down
41_5,BD. UVERTURII,2388,"41,",down
41_6,ORSOVA,1286,"41,",down
41_7,POD CIUREL,2424,"41,",down
41_8,PIATA CRANGASI,2389,"41,",down
41_9,PASAJ GRANT,2390,"41,",down
41_10,TURDA,2391,"41,",down
41_11,BD. ION MIHALACHE,3396,"41,",down
41_12,CASIN,3397,"41,",down
41_13,AGRONOMIE,3398,"41,",down
41_14,PIATA PRESEI,3399,"41,",down
42_0,PIATA PRESEI,115,"42,",up
42_1,UNIVERSITATEA ROMANO-AMERICANA,2792,"42,",up
42_2,BD.EXPOZITIEI,2507,"42,",up
42_3,GRIVITA,2549,"42,",up
42_4,BD. ION MIHALACHE,2556,"42,",up
42_5,AVIATOR POPISTEANU,544,"24, 42, 45,",up
42_6,PIATA DOMENII,545,"24, 42, 45,",up
42_7,BD. MARESAL AVERESCU,546,"24, 42, 45,",up
42_8,PIATA ION MIHALACHE,150,"24, 42, 45,",up
42_9,PIATA VICTORIEI,704,"24, 42, 45, 46,",up
42_10,DR. FELIX,2827,"42, 45, 46,",up
42_11,GARA DE NORD,699,"42, 45, 46,",up
42_0,GARA DE NORD,699,"42, 45, 46,",down
42_1,BUZESTI,212,"42, 45, 46,",down
42_2,PIATA BUZESTI,702,"24, 42, 45, 46,",down
42_3,PIATA VICTORIEI,703,"24, 42, 45, 46,",down
42_4,PIATA ION MIHALACHE,140,"24, 42, 45,",down
42_5,BD. MARESAL AVERESCU,141,"24, 42, 45,",down
42_6,PIATA DOMENII,541,"24, 42, 45,",down
42_7,AVIATOR POPISTEANU,542,"24, 42, 45,",down
42_8,CLABUCET,543,"24, 42, 45,",down
42_9,GRIVITA,2523,"42,",down
42_10,BD. EXPOZITIEI,3741,"42,",down
42_11,UNIVERSITATEA ROMANO-AMERICANA,2791,"42,",down
42_12,PIATA PRESEI,3473,"42,",down
44_0,CARTIER 16 FEBRUARIE,76,"11, 44,",up
44_1,DEPOUL GIULESTI,1314,"11, 44,",up
44_2,INSTITUTUL PASTEUR,77,"11, 44,",up
44_3,COPSA MICA,78,"11, 44,",up
44_4,PIATA GIULESTI,79,"11, 44,",up
44_5,GODENI,80,"11, 44,",up
44_6,BD. CONSTRUCTORILOR,81,"11, 44,",up
44_7,GEORGE VALSAN,82,"11, 44,",up
44_8,CIMITIRUL CALVIN,83,"11, 44,",up
44_9,PASAJ GRANT,84,"11, 44,",up
44_10,SPITALUL PANAIT SARBU,85,"11, 44,",up
44_11,CALEA GIULESTI,4290,"35, 44,",up
44_12,GARA BASARAB,64,"35, 44,",up
44_13,GARA DE NORD,87,"44,",up
44_14,RADIO ROMANIA,4365,"24, 44,",up
44_15,VASILE PARVAN,4369,"24, 44,",up
44_0,VASILE PARVAN,4369,"24, 44,",down
44_1,CISMIGIU,61,"24, 44,",down
44_2,OSTASILOR,2656,"24, 44,",down
44_3,RADIO ROMANIA,4366,"24, 44,",down
44_4,GARA DE NORD,63,"44,",down
44_5,GARA BASARAB,337,"35, 44,",down
44_6,CALEA GIULESTI,65,"35, 44,",down
44_7,SPITALUL PANAIT SARBU,66,"11, 44,",down
44_8,PASAJ GRANT,67,"11, 44,",down
44_9,CIMITIRUL CALVIN,68,"11, 44,",down
44_10,GEORGE VALSAN,69,"11, 44,",down
44_11,BD. CONSTRUCTORILOR,70,"11, 44,",down
44_12,GODENI,71,"11, 44,",down
44_13,PIATA GIULESTI,72,"11, 44,",down
44_14,COPSA MICA,73,"11, 44,",down
44_15,INSTITUTUL PASTEUR,74,"11, 44,",down
44_16,DEPOUL GIULESTI,1311,"11, 44,",down
44_17,CARTIER 16 FEBRUARIE,75,"11, 44,",down
45_0,MEZES,104,"45,",up
45_1,MARMUREI,105,"45,",up
45_2,CRINULUI,106,"45,",up
45_3,MINERVA,107,"45,",up
45_4,NAVIGATIEI,3970,"45,",up
45_5,BD. BUCURESTII NOI,108,"45,",up
45_6,CARPATI,109,"24, 45,",up
45_7,CLABUCET,110,"24, 45,",up
45_8,AVIATOR POPISTEANU,544,"24, 42, 45,",up
45_9,PIATA DOMENII,545,"24, 42, 45,",up
45_10,BD. MARESAL AVERESCU,546,"24, 42, 45,",up
45_11,PIATA ION MIHALACHE,150,"24, 42, 45,",up
45_12,PIATA VICTORIEI,704,"24, 42, 45, 46,",up
45_13,DR. FELIX,2827,"42, 45, 46,",up
45_14,GARA DE NORD,699,"42, 45, 46,",up
45_0,GARA DE NORD,699,"42, 45, 46,",down
45_1,BUZESTI,212,"42, 45, 46,",down
45_2,PIATA BUZESTI,702,"24, 42, 45, 46,",down
45_3,PIATA VICTORIEI,703,"24, 42, 45, 46,",down
45_4,PIATA ION MIHALACHE,140,"24, 42, 45,",down
45_5,BD. MARESAL AVERESCU,141,"24, 42, 45,",down
45_6,PIATA DOMENII,541,"24, 42, 45,",down
45_7,AVIATOR POPISTEANU,542,"24, 42, 45,",down
45_8,CLABUCET,543,"24, 42, 45,",down
45_9,CARPATI,120,"24, 45,",down
45_10,SOSEAUA CHITILEI,121,"45,",down
45_11,NAVIGATIEI,3971,"45,",down
45_12,MINERVA,122,"45,",down
45_13,CRINULUI,123,"45,",down
45_14,SUBCETATE,124,"45,",down
45_15,MEZES,125,"45,",down
46_0,GARA DE NORD,699,"42, 45, 46,",up
46_1,BUZESTI,212,"42, 45, 46,",up
46_2,PIATA BUZESTI,702,"24, 42, 45, 46,",up
46_3,PIATA VICTORIEI,703,"24, 42, 45, 46,",up
46_4,DR. CONSTANTIN CARACAS,3683,"46,",up
46_5,PASAJ VICTORIA,983,"1, 46,",up
46_6,ROMA,166,"1, 46,",up
46_7,CALEA DOROBANTILOR,167,"1, 46,",up
46_8,STADION DINAMO,400,"1, 46,",up
46_9,VASILE LASCAR,169,"1, 46,",up
46_10,DR. GROZOVICI,170,"1, 46,",up
46_11,LIZEANU,171,"1, 46,",up
46_12,BUCUR OBOR,582,"1, 46,",up
46_13,BD. FERDINAND,583,"1, 46,",up
46_14,PIATA IANCULUI,401,"1, 46,",up
46_15,PIATA IANCULUI,4523,"46,",up
46_16,LT. VICTOR MANU,446,"46,",up
46_17,BD. PIERRE DE COUBERTIN,448,"46,",up
46_18,BD. CHISINAU,449,"14, 36, 46,",up
46_19,PICTOR HARLESCU,2383,"14, 36, 46,",up
46_20,BD. BASARABIA,2384,"14, 36, 46,",up
46_21,BAIA DE ARAMA,566,"14, 36, 40, 46, 56,",up
46_22,LUCRETIU PATRASCANU,567,"14, 36, 40, 46, 56,",up
46_23,BD. 1 DECEMBRIE 1918,890,"14, 36, 40, 46, 56,",up
46_24,GRUP INDUSTRIAL TITAN,568,"36, 46, 56,",up
46_25,FAUR,569,"36, 46, 56,",up
46_26,REPUBLICA,3306,"36, 46, 56,",up
46_0,REPUBLICA,547,"36, 46, 56,",down
46_1,FAUR,3740,"36, 46, 56,",down
46_2,GRUP INDUSTRIAL TITAN,548,"36, 46, 56,",down
46_3,BD. 1 DECEMBRIE 1918,889,"36, 46, 56,",down
46_4,SOSEAUA MORARILOR,549,"14, 36, 40, 46, 56,",down
46_5,BAIA DE ARAMA,550,"14, 36, 40, 46, 56,",down
46_6,BD. NICOLAE GRIGORESCU,551,"14, 36, 40, 46, 56,",down
46_7,PICTOR HARLESCU,2379,"14, 36, 46,",down
46_8,BD. CHISINAU,387,"14, 36, 46,",down
46_9,BD. PIERRE DE COUBERTIN,4524,"46,",down
46_10,LT. VICTOR MANU,390,"46,",down
46_11,PIATA IANCULUI,391,"46,",down
46_12,BD. FERDINAND,12,"1, 46,",down
46_13,BUCUR OBOR,571,"1, 46,",down
46_14,LIZEANU,572,"1, 46,",down
46_15,DR. GROZOVICI,178,"1, 46,",down
46_16,VASILE LASCAR,179,"1, 46,",down
46_17,STADION DINAMO,399,"1, 46,",down
46_18,CALEA DOROBANTILOR,181,"1, 46,",down
46_19,ROMA,182,"1, 46,",down
46_20,PASAJ VICTORIA,183,"1, 46,",down
46_21,DR. CONSTANTIN CARACAS,3684,"46,",down
46_22,PIATA VICTORIEI,704,"24, 42, 45, 46,",down
46_23,DR. FELIX,2827,"42, 45, 46,",down
46_24,GARA DE NORD,699,"42, 45, 46,",down
47_0,PIATA UNIRII,472,"7, 27, 32, 47,",up
47_1,11 IUNIE,464,"7, 27, 32, 47,",up
47_2,GRAMONT,475,"7, 23, 27, 47,",up
47_3,PARCUL CAROL I,3687,"7, 47,",up
47_4,AUTOGARA FILARET,2370,"7, 47,",up
47_5,SOSEAUA VIILOR,1451,"7, 47,",up
47_6,SPATARUL PREDA,329,"1, 11, 25, 47,",up
47_7,CALEA RAHOVEI,328,"1, 8, 11, 25, 47,",up
47_8,INOX,331,"1, 8, 11, 25, 47,",up
47_9,CALEA 13 SEPTEMBRIE,3969,"47,",up
47_10,SEBASTIAN,160,"47,",up
47_11,DRUMUL SARII,161,"47,",up
47_12,CIMITIRUL GHENCEA,162,"47,",up
47_13,GHENCEA,3358,"47,",up
47_0,GHENCEA,3495,"47,",down
47_1,CIMITIRUL GHENCEA,128,"47,",down
47_2,DRUMUL SARII,129,"47,",down
47_3,SEBASTIAN,130,"47,",down
47_4,SOSEAUA PROGRESULUI,131,"47,",down
47_5,INOX,345,"1,  8, 11, 25, 47,",down
47_6,CALEA RAHOVEI,346,"1, 11, 25, 47,",down
47_7,SPATARUL PREDA,347,"1, 11, 25, 47,",down
47_8,SOSEAUA VIILOR,2683,"1, 11, 25, 47,",down
